instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded,temp_hum_interaction,casual_registered_ratio,high_temp,user_experience_score,avg_rentals
4116.0,0.0,6.0,6.0,1.0,0.72,0.6515,0.45,0.2537,47.0,139.0,186.0,27205,2,10,100,10,1,0,0,0.324,0.3357142857142857,1,12,189.6654621750787
4117.0,0.0,6.0,6.0,1.0,0.72,0.6515,0.45,0.194,99.0,203.0,302.0,38675,4,6,1,10,0,0,0,0.324,0.4852941176470588,1,10,189.6654621750787
4118.0,0.0,6.0,6.0,1.0,0.74,0.6667,0.42,0.0,122.0,209.0,331.0,69693,5,1,5,10,1,1,0,0.31079999999999997,0.580952380952381,1,6,189.21590643274854
4119.0,0.0,6.0,6.0,1.0,0.74,0.6515,0.4,0.2836,140.0,252.0,392.0,23841,3,4,27,7,0,1,0,0.296,0.5533596837944664,1,7,189.21590643274854
4120.0,0.0,6.0,6.0,1.0,0.74,0.6515,0.4,0.2836,140.0,231.0,371.0,51577,2,2,53,10,0,0,0,0.296,0.603448275862069,1,4,189.6654621750787
4121.0,0.0,6.0,6.0,1.0,0.74,0.6667,0.45,0.2985,151.0,232.0,383.0,69227,3,6,68,8,0,0,1,0.333,0.648068669527897,1,9,189.6654621750787
4122.0,0.0,6.0,6.0,1.0,0.74,0.6667,0.45,0.0,157.0,235.0,392.0,36131,4,2,26,8,0,1,0,0.333,0.6652542372881356,1,6,189.21590643274854
4123.0,0.0,6.0,6.0,1.0,0.76,0.6818,0.43,0.2985,175.0,235.0,410.0,95460,1,1,24,3,2,1,1,0.3268,0.7415254237288136,1,2,189.21590643274854
4124.0,0.0,6.0,6.0,1.0,0.74,0.6667,0.42,0.2239,152.0,247.0,399.0,98144,1,2,95,6,0,0,0,0.31079999999999997,0.6129032258064516,1,3,189.6654621750787
,0.0,6.0,6.0,1.0,0.72,0.6515,0.45,0.2537,108.0,199.0,307.0,36550,5,7,25,8,2,1,0,0.324,0.54,1,12,189.21590643274854
4126.0,0.0,6.0,6.0,1.0,0.72,0.6667,0.48,0.2836,121.0,254.0,375.0,53134,4,7,37,10,0,1,1,0.34559999999999996,0.4745098039215686,1,11,189.21590643274854
4127.0,0.0,6.0,6.0,1.0,0.7,,0.48,0.194,74.0,195.0,269.0,45846,2,8,62,1,1,0,1,0.33599999999999997,0.37755102040816324,1,10,189.6654621750787
4128.0,0.0,6.0,6.0,1.0,0.68,0.6364,0.51,0.1642,62.0,140.0,202.0,62464,4,1,54,1,0,1,1,0.34680000000000005,0.4397163120567376,1,5,189.21590643274854
4129.0,0.0,6.0,6.0,1.0,0.68,0.6364,0.47,0.194,61.0,126.0,187.0,52007,4,5,91,10,0,1,0,0.3196,0.48031496062992124,1,9,189.21590643274854
4130.0,0.0,6.0,6.0,2.0,0.66,0.6212,0.5,0.2985,49.0,130.0,179.0,54354,3,1,60,7,0,0,0,0.33,0.37404580152671757,1,4,189.6654621750787
4131.0,0.0,6.0,0.0,,0.64,0.6212,0.53,0.0,30.0,85.0,115.0,84250,2,8,6,5,2,0,0,0.3392,0.3488372093023256,1,10,189.6654621750787
4132.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.53,0.1045,17.0,73.0,90.0,91690,2,2,56,2,1,0,1,0.3392,0.22972972972972974,1,4,189.6654621750787
4133.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.57,0.1045,17.0,70.0,87.0,74822,2,2,31,3,1,0,0,0.3534,0.23943661971830985,1,4,189.6654621750787
4134.0,0.0,6.0,0.0,1.0,0.6,0.6061,0.64,0.1045,12.0,22.0,34.0,49620,1,2,46,6,0,1,0,0.384,0.5217391304347826,1,3,189.21590643274854
4135.0,0.0,6.0,,1.0,0.6,0.6061,0.64,0.0896,3.0,8.0,11.0,83076,4,2,59,4,2,0,0,0.384,0.3333333333333333,1,6,189.6654621750787
4136.0,0.0,6.0,0.0,1.0,0.6,0.6061,0.64,0.0,3.0,9.0,12.0,61095,4,10,28,1,0,1,1,0.384,0.3,1,14,189.21590643274854
4137.0,0.0,6.0,0.0,1.0,0.6,0.6061,,0.0,7.0,13.0,20.0,77503,1,2,60,10,0,0,1,,0.5,1,3,189.6654621750787
4138.0,0.0,6.0,0.0,1.0,0.62,0.6061,0.61,0.0,24.0,27.0,51.0,45656,2,1,100,1,2,0,1,0.3782,0.8571428571428571,1,3,189.6654621750787
4139.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.61,0.194,29.0,78.0,107.0,98237,3,9,31,9,2,0,1,0.3904,0.3670886075949367,1,12,189.6654621750787
4140.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.54,0.0896,75.0,131.0,206.0,67712,1,2,94,7,2,0,0,0.35640000000000005,0.5681818181818182,1,3,189.6654621750787
4141.0,0.0,6.0,0.0,1.0,0.72,0.6667,0.48,0.1045,136.0,196.0,332.0,79038,4,2,86,2,0,1,0,0.34559999999999996,0.6903553299492385,1,6,189.21590643274854
4142.0,0.0,6.0,0.0,1.0,0.72,0.6515,0.45,0.1343,127.0,219.0,346.0,27169,1,6,31,1,0,1,1,0.324,0.5772727272727273,1,7,189.21590643274854
4143.0,0.0,6.0,0.0,1.0,0.74,0.6515,0.4,0.1642,175.0,268.0,443.0,21426,3,10,4,9,1,1,1,0.296,0.6505576208178439,1,13,189.21590643274854
4144.0,0.0,6.0,0.0,1.0,,0.6515,0.4,0.0,197.0,245.0,442.0,86048,5,3,13,3,0,0,0,,0.8008130081300813,0,8,189.6654621750787
4145.0,0.0,6.0,0.0,1.0,0.74,0.6515,0.4,0.1343,197.0,246.0,443.0,78855,5,7,33,10,0,1,1,0.296,0.7975708502024291,1,12,189.21590643274854
4146.0,0.0,6.0,0.0,1.0,0.74,0.6515,0.4,0.0,174.0,229.0,403.0,80742,4,3,1,6,2,1,1,0.296,0.7565217391304347,1,7,189.21590643274854
4147.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.42,,177.0,278.0,455.0,90895,4,9,4,10,1,1,0,0.31079999999999997,0.6344086021505376,1,13,189.21590643274854
4148.0,0.0,6.0,0.0,2.0,,0.6515,0.42,0.1642,178.0,243.0,421.0,77322,3,2,60,2,0,1,1,,0.7295081967213115,0,5,189.21590643274854
4149.0,,6.0,0.0,2.0,0.72,0.6515,0.45,0.2537,117.0,265.0,382.0,25400,5,3,99,10,1,1,1,0.324,0.4398496240601504,1,8,189.21590643274854
4150.0,0.0,6.0,0.0,2.0,0.72,0.6667,0.48,0.1343,89.0,228.0,317.0,97976,2,10,89,1,1,1,0,0.34559999999999996,0.388646288209607,1,12,189.21590643274854
4151.0,0.0,6.0,0.0,2.0,0.7,0.6515,0.48,0.1045,55.0,158.0,213.0,89076,3,7,28,2,0,1,1,0.33599999999999997,0.34591194968553457,1,10,189.21590643274854
4152.0,0.0,,,2.0,0.7,0.6515,0.54,0.1045,48.0,135.0,183.0,56774,2,7,59,9,0,1,1,0.378,0.35294117647058826,1,9,189.21590643274854
4153.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.51,0.0,19.0,95.0,114.0,97884,3,6,15,3,0,0,1,0.357,0.19791666666666666,1,9,189.6654621750787
4154.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.54,0.0896,14.0,64.0,78.0,51936,3,4,96,5,0,0,0,0.378,0.2153846153846154,1,7,189.6654621750787
4155.0,0.0,6.0,1.0,3.0,0.64,0.6061,0.73,0.2836,7.0,25.0,32.0,83437,3,9,74,5,1,0,0,0.4672,0.2692307692307692,1,12,189.6654621750787
4156.0,0.0,6.0,1.0,2.0,0.62,0.5909,0.78,0.1343,,11.0,15.0,70633,1,2,38,10,2,0,0,0.48360000000000003,,1,3,189.6654621750787
4157.0,0.0,6.0,1.0,3.0,0.62,0.5909,0.78,0.1343,3.0,3.0,6.0,87647,3,5,93,5,2,0,0,0.48360000000000003,0.75,1,8,189.6654621750787
4158.0,0.0,6.0,1.0,3.0,0.62,0.5909,0.78,0.1343,0.0,2.0,2.0,62193,2,4,70,1,2,0,0,0.48360000000000003,0.0,1,6,189.6654621750787
4159.0,0.0,6.0,1.0,2.0,0.6,0.5606,0.83,0.1642,1.0,8.0,9.0,36116,1,4,85,2,1,1,0,0.49799999999999994,0.1111111111111111,1,5,189.21590643274854
4160.0,0.0,6.0,1.0,2.0,0.62,0.5758,0.83,0.1642,1.0,21.0,22.0,27741,3,5,50,3,0,0,0,0.5146,0.045454545454545456,1,8,189.6654621750787
4161.0,0.0,6.0,1.0,2.0,0.62,0.5909,,0.1642,4.0,90.0,94.0,91875,3,6,60,1,2,0,0,,0.04395604395604396,1,9,189.6654621750787
4162.0,0.0,6.0,1.0,2.0,0.64,,0.73,0.2239,14.0,247.0,261.0,23524,2,4,6,4,1,0,1,0.4672,0.056451612903225805,1,6,189.6654621750787
4163.0,0.0,6.0,1.0,1.0,0.66,0.6212,0.74,0.194,29.0,418.0,447.0,73803,3,7,98,6,2,0,1,0.4884,0.06921241050119331,1,10,189.6654621750787
4164.0,0.0,6.0,1.0,2.0,0.72,0.6667,0.54,0.0,,150.0,187.0,40434,5,6,63,3,0,1,0,0.38880000000000003,,1,11,189.21590643274854
4165.0,0.0,6.0,1.0,2.0,0.72,0.6667,0.54,0.1343,,95.0,150.0,63651,5,3,29,5,0,1,1,0.38880000000000003,,1,8,189.21590643274854
4166.0,0.0,6.0,1.0,2.0,0.7,0.6515,0.58,0.0,55.0,95.0,150.0,52146,3,3,97,10,1,1,1,0.40599999999999997,0.5729166666666666,1,6,189.21590643274854
4167.0,0.0,6.0,1.0,2.0,0.72,0.6667,0.54,0.0,40.0,130.0,170.0,98887,1,5,54,10,2,0,0,0.38880000000000003,0.3053435114503817,1,6,189.6654621750787
4168.0,0.0,6.0,1.0,2.0,0.72,0.6667,0.58,0.2239,37.0,,164.0,67129,1,3,45,9,2,0,1,0.41759999999999997,,1,4,189.6654621750787
4169.0,0.0,6.0,1.0,2.0,0.72,0.6667,0.58,0.0896,58.0,100.0,158.0,39505,5,1,48,2,0,1,0,0.41759999999999997,0.5742574257425742,1,6,189.21590643274854
4170.0,0.0,6.0,1.0,2.0,0.74,0.6818,0.55,0.0,76.0,126.0,202.0,20134,1,10,8,1,1,0,0,0.40700000000000003,0.5984251968503937,1,11,189.6654621750787
4171.0,,6.0,1.0,1.0,0.74,0.6818,0.55,0.1045,53.0,222.0,275.0,73910,1,2,86,8,0,1,1,0.40700000000000003,0.23766816143497757,1,3,189.21590643274854
4172.0,0.0,6.0,1.0,1.0,0.74,,0.55,0.1343,90.0,514.0,604.0,48285,1,4,40,7,1,1,0,0.40700000000000003,0.17475728155339806,1,5,189.21590643274854
4173.0,0.0,6.0,1.0,1.0,0.74,0.6667,0.51,0.0,79.0,512.0,591.0,53412,5,4,42,8,0,1,0,0.3774,0.1539961013645224,1,9,189.21590643274854
4174.0,0.0,6.0,1.0,1.0,0.72,0.6818,0.62,0.194,56.0,340.0,396.0,44105,1,1,65,9,0,1,1,0.44639999999999996,0.16422287390029325,1,2,189.21590643274854
4175.0,0.0,6.0,1.0,1.0,0.7,0.6515,0.65,0.1045,54.0,251.0,305.0,41374,1,9,57,3,1,1,0,0.45499999999999996,0.21428571428571427,1,10,189.21590643274854
4176.0,0.0,6.0,1.0,1.0,0.7,0.6515,0.65,0.0,52.0,,242.0,30685,4,5,5,3,0,1,1,0.45499999999999996,,1,9,189.21590643274854
4177.0,0.0,6.0,1.0,1.0,0.68,0.6364,0.69,0.0,33.0,112.0,145.0,56891,3,3,63,8,0,1,1,0.4692,0.2920353982300885,1,6,189.21590643274854
4178.0,0.0,6.0,1.0,1.0,0.68,0.6364,0.69,0.0,16.0,65.0,81.0,46313,2,3,81,5,2,1,1,0.4692,0.24242424242424243,1,5,189.21590643274854
4179.0,0.0,6.0,2.0,2.0,0.66,0.6061,0.78,0.1343,5.0,25.0,30.0,54893,1,4,96,9,1,0,1,0.5148,0.19230769230769232,1,5,189.6654621750787
4180.0,0.0,6.0,2.0,1.0,0.66,0.6212,,0.0,,8.0,13.0,81038,1,5,100,9,0,1,0,,,1,6,189.21590643274854
4181.0,0.0,6.0,2.0,2.0,0.66,0.6212,0.74,0.0,2.0,9.0,11.0,46538,3,6,34,10,2,1,0,0.4884,0.2,1,9,189.21590643274854
4182.0,0.0,6.0,2.0,2.0,0.66,0.6212,0.74,0.0,0.0,2.0,2.0,48152,1,2,68,2,2,1,1,0.4884,0.0,1,3,189.21590643274854
4183.0,0.0,6.0,2.0,1.0,,0.6212,0.74,0.0,1.0,7.0,8.0,75167,3,1,76,4,2,0,1,,0.125,0,4,189.6654621750787
4184.0,0.0,6.0,2.0,1.0,0.66,0.6061,0.78,0.0,1.0,20.0,21.0,67163,2,2,62,10,2,1,1,0.5148,0.047619047619047616,1,4,189.21590643274854
4185.0,0.0,6.0,2.0,1.0,0.66,0.6061,0.83,,7.0,117.0,124.0,40981,4,1,64,3,0,1,0,0.5478,0.059322033898305086,1,5,189.21590643274854
4186.0,0.0,6.0,2.0,1.0,0.68,0.6364,0.83,0.194,27.0,320.0,347.0,55528,1,7,48,6,1,1,1,0.5644,0.08411214953271028,1,8,189.21590643274854
4187.0,0.0,6.0,2.0,1.0,0.7,0.6667,0.79,0.1642,39.0,417.0,456.0,22422,1,1,37,1,2,1,0,0.5529999999999999,0.09330143540669857,1,2,189.21590643274854
4188.0,0.0,6.0,2.0,1.0,,0.697,0.7,0.0,38.0,208.0,246.0,59418,4,8,17,1,2,0,0,,0.18181818181818182,0,12,189.6654621750787
4189.0,0.0,6.0,2.0,1.0,0.8,0.7424,0.49,0.1642,45.0,112.0,157.0,21091,2,4,48,2,0,1,1,0.392,0.39823008849557523,1,6,189.21590643274854
4190.0,0.0,6.0,2.0,1.0,0.82,0.7576,0.46,0.0,49.0,118.0,167.0,77034,4,5,29,5,0,1,1,0.3772,0.4117647058823529,1,9,189.21590643274854
4191.0,0.0,6.0,2.0,1.0,0.84,0.7727,0.47,0.2239,41.0,161.0,202.0,63490,1,6,19,9,1,0,1,0.3948,0.25308641975308643,1,7,189.6654621750787
4192.0,0.0,6.0,2.0,1.0,0.84,0.7576,0.44,0.0,33.0,156.0,189.0,84963,3,3,96,1,1,1,1,0.3696,0.21019108280254778,1,6,189.21590643274854
4193.0,0.0,6.0,2.0,1.0,0.86,0.7879,0.44,0.2239,43.0,117.0,160.0,31327,1,9,81,4,0,0,0,0.3784,0.3644067796610169,1,10,189.6654621750787
4194.0,0.0,6.0,2.0,1.0,0.86,0.7879,0.41,0.0,39.0,127.0,166.0,96600,3,10,5,10,0,0,0,0.35259999999999997,0.3046875,1,13,189.6654621750787
4195.0,0.0,6.0,2.0,1.0,0.86,0.803,0.47,0.2836,41.0,220.0,261.0,77391,2,6,93,9,2,1,1,0.40419999999999995,0.18552036199095023,1,8,189.21590643274854
4196.0,0.0,6.0,2.0,3.0,0.82,0.7879,0.56,0.2836,70.0,509.0,579.0,38694,3,4,43,4,0,1,0,0.4592,0.13725490196078433,1,7,189.21590643274854
4197.0,0.0,6.0,2.0,3.0,0.8,0.7576,0.55,0.2985,68.0,436.0,504.0,71822,1,4,74,2,0,0,1,0.44000000000000006,0.15560640732265446,1,5,189.6654621750787
4198.0,0.0,6.0,2.0,2.0,0.74,0.6818,0.58,0.4627,44.0,255.0,299.0,79214,3,10,27,3,1,0,0,0.42919999999999997,0.171875,1,13,189.6654621750787
4199.0,0.0,6.0,2.0,1.0,0.74,0.6818,0.62,0.0,50.0,246.0,296.0,40191,3,5,63,1,2,0,1,0.4588,0.20242914979757085,1,8,189.6654621750787
4200.0,0.0,6.0,2.0,1.0,0.74,0.697,0.66,0.2836,31.0,164.0,195.0,87033,5,3,98,4,2,1,0,0.4884,0.18787878787878787,1,8,189.21590643274854
4201.0,0.0,6.0,2.0,1.0,0.7,0.6515,0.7,0.2985,30.0,104.0,134.0,66227,4,10,28,9,1,0,0,0.48999999999999994,0.2857142857142857,1,14,189.6654621750787
4202.0,0.0,6.0,2.0,1.0,0.7,,0.7,0.2836,23.0,58.0,81.0,21534,1,6,8,2,1,1,1,0.48999999999999994,0.3898305084745763,1,7,189.21590643274854
4203.0,0.0,6.0,3.0,2.0,0.68,0.6364,0.79,0.2836,11.0,25.0,36.0,50871,1,8,43,7,1,0,1,0.5372,0.4230769230769231,1,9,189.6654621750787
4204.0,,6.0,3.0,1.0,0.68,0.6364,0.79,0.2985,10.0,18.0,28.0,37335,3,7,87,9,1,1,0,0.5372,0.5263157894736842,1,10,189.21590643274854
4205.0,0.0,6.0,3.0,1.0,0.66,0.6061,0.83,0.2239,7.0,9.0,16.0,56635,3,1,68,2,2,1,0,0.5478,0.7,1,4,189.21590643274854
4206.0,0.0,6.0,3.0,2.0,0.66,0.6061,0.83,0.1045,2.0,3.0,5.0,58076,4,8,56,7,0,0,0,0.5478,0.5,1,12,189.6654621750787
4207.0,0.0,6.0,3.0,1.0,0.66,0.6061,0.83,0.1045,0.0,5.0,5.0,70188,4,8,5,3,1,0,1,0.5478,0.0,1,12,189.6654621750787
4208.0,0.0,6.0,3.0,1.0,0.64,0.5758,0.83,0.194,3.0,19.0,22.0,58778,4,3,58,2,2,0,0,0.5312,0.15,1,7,189.6654621750787
4209.0,0.0,6.0,3.0,,0.66,0.6212,0.69,0.2985,12.0,104.0,116.0,91213,5,5,97,5,2,0,0,0.45539999999999997,0.11428571428571428,1,10,189.6654621750787
4210.0,0.0,6.0,3.0,1.0,0.7,0.6515,0.54,0.2239,18.0,318.0,336.0,79622,5,5,86,7,0,1,0,0.378,0.05642633228840126,1,10,189.21590643274854
4211.0,0.0,6.0,3.0,1.0,0.7,0.6515,0.48,0.2836,41.0,499.0,540.0,57687,3,6,86,6,2,1,0,0.33599999999999997,0.082,1,9,189.21590643274854
4212.0,0.0,6.0,3.0,1.0,0.72,0.6515,0.45,0.3881,32.0,189.0,221.0,96011,2,9,59,3,2,0,0,0.324,0.16842105263157894,1,11,189.6654621750787
4213.0,0.0,6.0,3.0,1.0,0.74,0.6667,0.42,0.2836,31.0,95.0,126.0,58588,3,5,15,8,2,0,0,0.31079999999999997,0.3229166666666667,1,8,189.6654621750787
4214.0,0.0,6.0,3.0,1.0,0.76,0.6667,0.35,0.2239,53.0,117.0,170.0,35088,4,4,43,10,0,0,1,0.26599999999999996,0.4491525423728814,1,8,189.6654621750787
4215.0,0.0,6.0,3.0,1.0,0.76,0.6667,0.35,0.2537,55.0,188.0,243.0,72642,5,5,57,9,2,1,0,0.26599999999999996,0.291005291005291,1,10,189.21590643274854
4216.0,0.0,6.0,3.0,1.0,0.8,0.697,0.31,0.3284,45.0,186.0,231.0,79660,4,5,17,4,0,0,1,0.248,0.24064171122994651,1,9,189.6654621750787
4217.0,0.0,,3.0,1.0,0.8,0.697,0.31,0.194,50.0,138.0,188.0,79788,4,1,68,10,0,0,1,0.248,0.3597122302158273,1,5,189.6654621750787
4218.0,0.0,6.0,3.0,,0.82,0.7121,0.3,0.1642,43.0,146.0,189.0,30565,3,4,16,7,2,0,1,0.24599999999999997,0.2925170068027211,1,7,189.6654621750787
4219.0,0.0,6.0,3.0,1.0,0.82,0.7121,0.3,0.4179,60.0,268.0,328.0,93901,2,6,10,2,2,0,1,0.24599999999999997,0.22304832713754646,1,8,189.6654621750787
4220.0,0.0,6.0,3.0,1.0,0.82,0.7121,0.26,0.4179,78.0,492.0,570.0,50756,3,4,81,8,0,1,1,0.2132,0.15821501014198783,1,7,189.21590643274854
4221.0,0.0,6.0,3.0,1.0,0.8,0.697,0.29,0.2985,78.0,510.0,588.0,81269,4,9,53,10,0,1,0,0.23199999999999998,0.15264187866927592,1,13,189.21590643274854
4222.0,0.0,6.0,3.0,1.0,0.76,0.6667,0.35,0.3881,60.0,341.0,401.0,95735,1,8,25,8,2,0,1,0.26599999999999996,0.17543859649122806,1,9,189.6654621750787
4223.0,0.0,6.0,3.0,1.0,0.74,0.6515,0.37,0.2985,69.0,264.0,333.0,87030,4,9,34,4,0,0,0,0.2738,0.26037735849056604,1,13,189.6654621750787
4224.0,0.0,6.0,3.0,1.0,0.72,0.6515,0.39,0.2239,26.0,,221.0,67696,4,8,21,9,0,1,0,0.2808,,1,12,189.21590643274854
4225.0,0.0,6.0,3.0,1.0,0.7,0.6364,0.42,0.194,32.0,151.0,183.0,37396,3,3,97,5,1,1,1,0.294,0.21052631578947367,1,6,189.21590643274854
4226.0,0.0,6.0,3.0,1.0,0.68,0.6364,0.47,0.194,32.0,97.0,129.0,64036,2,1,72,5,2,0,0,0.3196,0.32653061224489793,1,3,189.6654621750787
4227.0,0.0,6.0,4.0,1.0,0.66,0.6212,0.5,0.1642,15.0,,54.0,87257,5,10,8,3,1,0,1,0.33,,1,15,189.6654621750787
4228.0,0.0,6.0,4.0,1.0,0.64,0.6212,0.53,0.1343,13.0,19.0,32.0,33743,5,2,81,4,0,0,1,0.3392,0.65,1,7,189.6654621750787
4229.0,0.0,6.0,4.0,1.0,0.62,0.6212,0.57,0.1343,2.0,6.0,8.0,84270,3,2,52,6,2,0,0,0.3534,0.2857142857142857,1,5,189.6654621750787
4230.0,0.0,6.0,4.0,1.0,0.6,0.6061,0.6,0.1642,2.0,7.0,9.0,96666,3,8,4,1,2,0,0,0.36,0.25,1,11,189.6654621750787
4231.0,0.0,6.0,4.0,1.0,0.58,0.5455,0.64,0.1343,2.0,4.0,6.0,39303,2,6,49,2,2,1,1,0.3712,0.4,1,8,189.21590643274854
4232.0,0.0,6.0,4.0,1.0,0.58,0.5455,0.64,0.2537,1.0,24.0,25.0,91211,3,10,93,8,1,0,1,0.3712,0.04,1,13,189.6654621750787
4233.0,0.0,6.0,4.0,1.0,0.6,0.6061,0.64,0.2537,4.0,119.0,123.0,98700,5,5,41,4,2,0,1,0.384,0.03333333333333333,1,10,189.6654621750787
4234.0,0.0,6.0,4.0,1.0,0.62,0.6061,0.61,0.2239,29.0,291.0,320.0,28955,4,6,15,8,1,1,0,0.3782,0.09931506849315068,1,10,189.21590643274854
4235.0,0.0,6.0,4.0,1.0,0.68,0.6364,0.47,0.2239,44.0,511.0,555.0,73843,3,4,97,6,1,0,1,0.3196,0.0859375,1,7,189.6654621750787
4236.0,0.0,6.0,4.0,1.0,0.7,0.6364,0.42,0.2239,33.0,227.0,260.0,87253,5,10,87,3,1,1,0,0.294,0.14473684210526316,1,15,189.21590643274854
4237.0,,6.0,4.0,1.0,0.72,0.6515,0.42,0.194,35.0,97.0,132.0,89430,2,1,51,8,1,0,0,0.3024,0.35714285714285715,1,3,189.6654621750787
4238.0,0.0,6.0,4.0,1.0,0.74,0.6515,0.37,0.1343,47.0,122.0,169.0,23525,1,10,89,6,0,0,0,0.2738,0.3821138211382114,1,11,189.6654621750787
4239.0,0.0,6.0,4.0,1.0,0.76,0.6667,0.35,0.1642,50.0,183.0,233.0,24422,5,4,21,7,2,0,0,0.26599999999999996,0.2717391304347826,1,9,189.6654621750787
4240.0,0.0,6.0,4.0,1.0,0.76,0.6667,0.33,0.194,70.0,162.0,232.0,54306,3,6,26,10,1,0,0,0.2508,0.4294478527607362,1,9,189.6654621750787
4241.0,0.0,6.0,4.0,1.0,0.78,0.6818,0.31,0.194,46.0,117.0,163.0,73656,3,3,7,7,2,0,1,0.24180000000000001,0.3898305084745763,1,6,189.6654621750787
4242.0,0.0,6.0,4.0,1.0,0.78,0.6667,0.25,0.2537,64.0,176.0,240.0,75187,5,6,75,2,0,1,1,0.195,0.3615819209039548,1,11,189.21590643274854
4243.0,0.0,6.0,4.0,1.0,0.8,0.697,,0.1343,63.0,,323.0,93815,2,8,55,5,0,1,0,,,1,10,189.21590643274854
4244.0,0.0,6.0,4.0,1.0,0.78,0.6818,0.27,0.3582,98.0,496.0,594.0,73901,1,4,24,1,0,1,1,0.2106,0.19718309859154928,1,5,189.21590643274854
4245.0,0.0,6.0,4.0,1.0,0.76,0.6667,0.29,0.2537,114.0,472.0,586.0,26126,5,9,17,6,0,0,1,0.22039999999999998,0.24101479915433405,1,14,189.6654621750787
4246.0,0.0,6.0,4.0,1.0,0.74,0.6515,0.33,0.194,,366.0,455.0,96877,1,1,78,3,2,0,1,0.2442,,1,2,189.6654621750787
4247.0,0.0,6.0,4.0,1.0,0.74,0.6515,0.33,0.194,55.0,285.0,340.0,78899,1,3,7,7,1,0,0,0.2442,0.19230769230769232,1,4,189.6654621750787
4248.0,0.0,6.0,4.0,1.0,0.72,0.6515,0.37,0.1045,81.0,242.0,323.0,32117,3,1,17,3,2,0,0,0.26639999999999997,0.3333333333333333,1,4,189.6654621750787
4249.0,0.0,6.0,4.0,1.0,0.7,0.6364,0.42,0.1642,43.0,164.0,207.0,66008,1,8,19,5,0,1,0,0.294,0.2606060606060606,1,9,189.21590643274854
,0.0,6.0,4.0,1.0,0.66,0.6212,0.5,0.0,27.0,99.0,126.0,42478,4,8,26,10,2,0,1,0.33,0.27,1,12,189.6654621750787
4251.0,0.0,7.0,5.0,1.0,0.66,0.6212,0.5,0.0,20.0,48.0,68.0,34214,2,3,51,3,0,0,1,0.33,0.40816326530612246,1,5,189.6654621750787
4252.0,0.0,7.0,5.0,1.0,0.66,0.6212,0.5,0.0,,16.0,31.0,34598,1,8,99,10,1,1,0,0.33,,1,9,189.21590643274854
4253.0,0.0,7.0,5.0,1.0,0.62,0.6061,0.69,0.0,6.0,7.0,13.0,56297,3,8,89,2,2,0,0,0.42779999999999996,0.75,1,11,189.6654621750787
4254.0,0.0,7.0,5.0,1.0,0.64,0.6212,0.53,0.0,5.0,6.0,11.0,44002,3,4,33,6,1,1,1,0.3392,0.7142857142857143,1,7,189.21590643274854
4255.0,0.0,7.0,5.0,1.0,0.62,0.6212,0.57,0.0,1.0,5.0,6.0,46651,5,7,12,7,0,1,1,0.3534,0.16666666666666666,1,12,189.21590643274854
4256.0,0.0,7.0,5.0,1.0,0.6,0.6061,0.64,0.1343,3.0,27.0,30.0,98262,4,3,75,8,2,1,1,0.384,0.10714285714285714,1,7,189.21590643274854
4257.0,0.0,7.0,5.0,1.0,0.62,0.6061,0.61,0.1343,11.0,97.0,108.0,69203,3,4,22,4,1,1,0,0.3782,0.11224489795918367,1,7,189.21590643274854
4258.0,0.0,7.0,5.0,1.0,0.66,0.6212,0.54,0.1045,25.0,218.0,243.0,96004,3,9,77,3,1,0,0,0.35640000000000005,0.1141552511415525,1,12,189.6654621750787
4259.0,0.0,7.0,5.0,1.0,0.7,0.6364,0.42,0.1642,39.0,453.0,492.0,85351,3,9,11,5,2,1,0,0.294,0.08590308370044053,1,12,189.21590643274854
4260.0,0.0,7.0,5.0,1.0,0.74,0.6515,0.35,0.1642,58.0,202.0,260.0,94597,1,1,53,7,2,1,1,0.259,0.2857142857142857,1,2,189.21590643274854
4261.0,0.0,7.0,5.0,1.0,0.76,0.6667,0.33,0.1642,61.0,109.0,170.0,66594,3,7,22,4,0,1,0,0.2508,0.5545454545454546,1,10,189.21590643274854
,0.0,7.0,5.0,,0.8,0.697,0.26,0.0,68.0,146.0,214.0,65790,2,4,66,3,1,1,0,0.20800000000000002,0.46258503401360546,1,6,189.21590643274854
4263.0,0.0,7.0,5.0,1.0,0.8,0.697,0.26,0.0,83.0,180.0,263.0,82863,4,2,23,7,1,0,1,0.20800000000000002,0.4585635359116022,1,6,189.6654621750787
4264.0,0.0,7.0,5.0,1.0,0.8,0.6818,0.24,0.0,83.0,209.0,292.0,95391,4,5,71,1,2,0,1,0.192,0.3952380952380952,1,9,189.6654621750787
4265.0,0.0,7.0,5.0,1.0,,0.697,0.23,0.194,78.0,225.0,303.0,90651,4,4,92,1,2,1,1,,0.34513274336283184,0,8,189.21590643274854
