instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
808.0,0.0,2.0,0.0,1.0,,0.2273,0.6,0.3284,0.0,20.0,20.0,95980,4,7,99,5,1,1,0
809.0,0.0,2.0,0.0,1.0,0.26,0.2879,0.6,0.0896,3.0,10.0,13.0,71468,3,7,69,5,2,0,0
810.0,0.0,2.0,0.0,1.0,0.26,0.2273,0.6,0.3582,0.0,2.0,2.0,50527,1,7,81,5,2,0,0
811.0,0.0,2.0,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0,47044,2,5,55,1,1,0,1
812.0,0.0,2.0,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0,43176,3,8,24,5,0,0,1
813.0,0.0,2.0,0.0,1.0,0.24,0.2424,0.65,0.1642,0.0,8.0,8.0,58348,1,2,75,2,0,0,0
814.0,0.0,2.0,0.0,1.0,0.24,0.2576,0.65,,2.0,21.0,23.0,21737,2,9,60,7,2,1,0
815.0,0.0,2.0,0.0,1.0,0.28,0.2879,0.56,0.1045,7.0,38.0,45.0,85033,3,7,5,1,1,1,0
816.0,0.0,2.0,0.0,1.0,0.3,0.2879,0.52,0.2537,15.0,74.0,89.0,54220,4,8,28,5,1,1,0
817.0,0.0,2.0,0.0,1.0,0.32,0.303,0.49,0.2537,28.0,89.0,117.0,38668,5,9,11,5,1,1,1
818.0,0.0,2.0,0.0,1.0,0.34,0.3333,0.46,0.0,48.0,126.0,174.0,48569,1,10,56,6,1,1,0
819.0,0.0,2.0,0.0,1.0,,0.3636,0.46,0.0,47.0,135.0,182.0,76071,4,4,58,7,0,0,1
820.0,0.0,2.0,0.0,1.0,0.34,0.3485,0.46,0.0896,47.0,114.0,161.0,78249,3,7,66,6,2,0,0
821.0,0.0,2.0,0.0,1.0,0.34,0.3485,0.46,0.0896,52.0,130.0,182.0,56655,3,3,2,2,2,0,0
822.0,0.0,2.0,0.0,1.0,0.34,0.3485,0.49,0.1045,42.0,115.0,157.0,65455,5,2,56,1,2,1,0
823.0,0.0,2.0,0.0,1.0,0.34,0.3636,0.46,0.0,24.0,97.0,121.0,23256,3,5,22,7,1,1,0
824.0,0.0,2.0,0.0,,0.3,0.303,0.56,0.1642,13.0,65.0,78.0,48071,2,10,11,2,0,0,0
825.0,0.0,2.0,0.0,1.0,0.28,0.2879,0.61,0.1343,1.0,20.0,21.0,61871,1,2,85,2,2,0,1
826.0,0.0,2.0,0.0,1.0,0.28,0.2879,0.61,0.1045,5.0,21.0,26.0,90373,1,8,84,8,0,1,1
827.0,0.0,2.0,0.0,1.0,0.26,0.303,0.6,0.0,5.0,22.0,27.0,23433,5,6,67,3,1,0,0
828.0,0.0,2.0,0.0,1.0,0.26,0.303,0.6,0.0,5.0,57.0,62.0,59704,1,7,18,6,0,0,1
829.0,0.0,2.0,0.0,1.0,0.24,0.2879,0.65,0.0,4.0,26.0,30.0,44114,2,3,53,2,1,1,0
830.0,0.0,2.0,1.0,1.0,0.24,0.2879,0.65,0.0,1.0,,15.0,31818,4,6,72,1,0,1,1
831.0,0.0,2.0,1.0,1.0,0.22,0.2727,0.75,0.0,1.0,4.0,5.0,88750,4,2,57,1,0,0,1
832.0,0.0,2.0,1.0,1.0,0.2,0.2576,0.8,0.0,0.0,3.0,,58797,1,2,40,9,0,1,0
833.0,0.0,2.0,,1.0,0.2,0.2576,0.86,0.0,0.0,,1.0,37958,2,7,7,2,0,1,1
834.0,0.0,2.0,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,1.0,2.0,52209,4,5,56,8,2,1,1
835.0,0.0,2.0,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,9.0,10.0,33916,2,3,11,6,2,1,0
836.0,,2.0,1.0,1.0,0.18,0.2424,0.93,0.0,1.0,29.0,30.0,53228,3,2,21,3,0,0,0
837.0,0.0,2.0,1.0,1.0,0.18,0.2424,0.86,0.0,6.0,89.0,95.0,84165,2,4,95,7,1,1,0
838.0,0.0,2.0,1.0,2.0,0.16,0.2273,1.0,0.0,7.0,223.0,230.0,97990,3,10,35,5,2,0,1
839.0,0.0,2.0,1.0,1.0,0.22,0.2727,0.8,0.0,3.0,115.0,118.0,35883,2,8,9,2,2,1,1
840.0,0.0,2.0,1.0,1.0,0.24,0.2576,0.75,0.1045,6.0,49.0,55.0,52685,5,5,25,9,1,0,1
841.0,0.0,2.0,1.0,1.0,0.3,0.3182,0.65,0.0896,11.0,36.0,47.0,67361,1,9,70,4,1,0,1
842.0,0.0,2.0,1.0,2.0,0.32,0.3485,0.62,0.0,7.0,59.0,66.0,78188,2,1,99,4,0,1,1
843.0,0.0,2.0,1.0,2.0,0.36,0.3636,0.57,0.0896,10.0,54.0,64.0,64460,4,9,42,9,0,0,0
844.0,0.0,2.0,1.0,2.0,0.36,0.3636,0.57,0.0896,8.0,52.0,60.0,76493,3,1,80,1,2,1,0
845.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.54,0.0896,4.0,46.0,50.0,77123,5,6,74,9,2,1,0
846.0,0.0,2.0,1.0,2.0,0.36,0.3485,0.57,0.1343,16.0,98.0,114.0,59588,4,10,18,10,0,0,1
847.0,0.0,2.0,1.0,2.0,0.32,0.3182,0.7,0.1642,9.0,207.0,216.0,22067,5,1,72,9,1,1,1
848.0,0.0,2.0,1.0,2.0,0.34,0.3333,0.66,0.1343,5.0,170.0,175.0,52538,4,4,89,2,0,0,1
849.0,0.0,2.0,1.0,2.0,0.32,0.3485,0.7,0.0,5.0,123.0,128.0,60793,2,3,88,7,1,0,1
850.0,0.0,2.0,1.0,2.0,0.32,0.3333,0.7,0.1045,6.0,82.0,88.0,92427,1,2,95,3,1,1,1
851.0,0.0,2.0,1.0,1.0,0.32,0.3485,0.7,0.0,3.0,75.0,78.0,21542,4,2,81,2,2,0,0
852.0,0.0,2.0,1.0,1.0,0.28,0.303,0.81,0.0896,3.0,34.0,37.0,23614,1,3,4,7,0,0,1
853.0,0.0,2.0,1.0,2.0,0.3,0.3333,0.81,0.0,6.0,19.0,25.0,96306,3,10,51,10,2,1,0
854.0,0.0,2.0,2.0,2.0,0.28,0.3182,0.87,0.0,4.0,6.0,10.0,35838,3,9,87,2,0,0,0
855.0,0.0,2.0,2.0,2.0,0.28,0.3182,0.87,0.0,0.0,4.0,4.0,44739,5,2,33,1,0,0,1
856.0,0.0,2.0,2.0,2.0,0.26,0.2727,0.93,0.1045,1.0,1.0,2.0,84893,5,3,91,10,2,1,1
,0.0,2.0,2.0,3.0,0.28,0.2727,,0.1642,0.0,1.0,1.0,78606,1,8,49,8,1,0,0
858.0,0.0,2.0,2.0,1.0,0.26,0.2576,0.93,0.1642,0.0,3.0,3.0,75026,2,10,42,10,0,1,1
859.0,0.0,2.0,2.0,1.0,0.26,0.2273,0.81,0.3284,0.0,2.0,2.0,93016,4,7,95,3,2,1,0
860.0,0.0,2.0,2.0,1.0,0.26,0.2273,0.7,0.3284,0.0,39.0,39.0,23199,3,10,81,2,2,0,1
861.0,0.0,2.0,2.0,1.0,0.24,0.197,0.65,0.4179,3.0,97.0,100.0,38057,1,8,89,4,2,0,0
862.0,0.0,2.0,2.0,1.0,0.24,0.197,0.56,0.4925,7.0,236.0,243.0,22439,2,10,100,10,0,0,0
863.0,0.0,2.0,,1.0,0.24,0.197,0.52,0.4925,7.0,128.0,135.0,41462,3,5,95,8,0,0,1
864.0,0.0,2.0,2.0,1.0,0.22,0.1818,,0.5522,4.0,44.0,48.0,31397,1,3,98,8,1,1,1
865.0,0.0,2.0,2.0,1.0,0.22,0.1818,0.47,0.4627,1.0,49.0,50.0,99508,5,6,67,8,0,0,1
866.0,0.0,2.0,2.0,1.0,,0.197,0.38,0.4925,2.0,63.0,65.0,68938,1,5,3,2,0,1,1
867.0,0.0,2.0,2.0,2.0,0.24,0.197,0.32,0.4478,2.0,48.0,50.0,56968,3,2,19,7,2,0,0
868.0,0.0,2.0,2.0,1.0,0.22,0.197,0.37,0.4179,3.0,61.0,64.0,51492,3,7,18,2,0,1,0
869.0,0.0,2.0,2.0,1.0,0.22,0.197,0.35,0.3881,6.0,45.0,51.0,74903,3,1,83,9,0,0,0
870.0,0.0,2.0,2.0,1.0,0.22,0.1818,0.35,0.5224,4.0,79.0,83.0,96920,3,5,35,3,1,1,1
871.0,0.0,2.0,2.0,1.0,0.22,0.1818,0.32,0.5821,4.0,172.0,176.0,21247,4,2,49,7,0,1,0
872.0,0.0,2.0,2.0,1.0,0.2,0.1818,0.32,0.3881,1.0,151.0,152.0,69565,3,7,58,3,2,1,1
873.0,0.0,2.0,2.0,1.0,0.16,0.1212,0.4,0.4627,1.0,100.0,101.0,66179,5,10,37,3,2,1,1
874.0,0.0,2.0,2.0,1.0,0.16,0.1364,0.4,0.3284,3.0,53.0,56.0,38552,2,7,69,8,2,0,0
875.0,0.0,2.0,2.0,1.0,0.14,0.1061,0.33,0.4627,8.0,46.0,54.0,84254,3,8,67,3,0,1,1
876.0,0.0,2.0,2.0,1.0,0.12,0.1061,0.33,0.3582,0.0,29.0,29.0,45674,5,6,27,2,2,1,0
877.0,0.0,2.0,2.0,1.0,0.12,0.1061,0.33,0.3284,3.0,9.0,12.0,33946,5,5,53,5,1,0,0
,0.0,2.0,3.0,1.0,0.1,0.0758,0.36,0.3582,0.0,17.0,17.0,90148,3,3,54,4,0,1,0
,0.0,2.0,3.0,1.0,0.1,,0.36,0.2239,0.0,7.0,,96881,5,9,51,5,0,1,1
880.0,0.0,2.0,3.0,1.0,,0.0758,0.38,0.2836,1.0,2.0,3.0,33732,4,2,31,8,2,0,0
881.0,0.0,2.0,3.0,1.0,0.06,0.0758,0.45,0.1343,0.0,2.0,2.0,43992,3,3,97,5,0,1,0
882.0,0.0,2.0,3.0,1.0,0.06,0.1061,0.45,0.1045,0.0,7.0,7.0,22483,1,2,33,3,0,0,1
883.0,0.0,2.0,3.0,1.0,0.06,0.1515,0.45,0.0,0.0,43.0,43.0,43546,1,9,23,10,1,1,0
884.0,0.0,2.0,3.0,1.0,0.06,0.1061,0.49,0.1045,4.0,95.0,,53435,2,8,28,2,0,0,0
885.0,0.0,2.0,3.0,1.0,0.1,0.1364,0.42,0.0,1.0,198.0,199.0,28639,4,7,19,7,1,0,1
886.0,0.0,2.0,3.0,1.0,0.12,0.1364,0.39,0.1642,4.0,119.0,123.0,86702,1,7,95,6,2,0,1
887.0,0.0,2.0,3.0,1.0,0.14,0.1818,0.36,0.0,8.0,51.0,59.0,66857,4,7,9,7,2,0,0
888.0,0.0,2.0,3.0,2.0,,0.1515,0.43,0.1642,1.0,40.0,41.0,34417,1,4,34,2,0,0,0
889.0,0.0,2.0,3.0,2.0,0.18,0.1818,0.4,0.2239,4.0,57.0,61.0,43088,5,10,42,9,0,1,0
890.0,0.0,2.0,3.0,1.0,0.18,0.1667,0.4,0.2537,2.0,67.0,69.0,31748,4,6,15,10,1,0,0
891.0,0.0,2.0,3.0,1.0,0.2,0.1818,0.34,0.2985,2.0,56.0,58.0,82396,1,6,33,8,1,1,1
892.0,0.0,2.0,3.0,2.0,0.2,0.1818,0.34,0.2836,3.0,61.0,64.0,47631,5,9,68,6,1,1,0
893.0,0.0,2.0,3.0,2.0,0.2,0.197,0.37,0.2537,7.0,72.0,79.0,84280,2,7,88,6,0,0,1
894.0,0.0,2.0,3.0,2.0,0.2,0.197,0.34,0.2537,9.0,157.0,166.0,74349,1,4,95,10,1,1,1
895.0,0.0,2.0,3.0,2.0,0.18,0.1667,0.47,0.2985,2.0,168.0,170.0,67970,2,7,61,8,0,1,0
896.0,0.0,2.0,3.0,3.0,0.14,0.1212,0.86,0.2537,1.0,87.0,88.0,70953,1,10,47,4,1,1,1
897.0,0.0,2.0,3.0,3.0,0.14,0.1515,0.86,0.1642,0.0,84.0,84.0,28222,5,8,94,6,2,1,1
898.0,0.0,2.0,3.0,2.0,0.14,0.1515,0.86,0.1642,0.0,83.0,83.0,25261,2,2,67,4,2,0,1
899.0,0.0,2.0,3.0,3.0,0.16,,0.8,0.1642,4.0,42.0,46.0,81852,3,1,57,6,2,1,1
900.0,,2.0,3.0,3.0,0.16,0.1515,0.8,0.194,0.0,37.0,37.0,98274,2,3,2,3,0,1,1
901.0,0.0,2.0,4.0,3.0,0.14,0.1364,0.86,0.194,0.0,16.0,16.0,95660,1,6,5,1,1,0,0
902.0,0.0,2.0,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,7.0,7.0,56091,3,5,85,2,2,1,1
903.0,0.0,2.0,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,3.0,3.0,63460,3,7,11,8,0,1,1
904.0,0.0,2.0,4.0,2.0,0.14,0.1364,0.59,0.2239,0.0,,1.0,51906,2,7,46,9,1,1,0
905.0,,2.0,4.0,2.0,0.12,0.1212,0.5,0.2239,0.0,6.0,6.0,79510,1,9,70,10,1,1,1
906.0,0.0,2.0,4.0,2.0,0.12,0.1212,0.54,0.2836,0.0,26.0,26.0,95136,4,4,46,8,2,0,0
907.0,0.0,2.0,4.0,1.0,0.1,0.0758,0.5,0.4179,0.0,99.0,99.0,49578,1,9,75,2,2,0,1
908.0,0.0,2.0,4.0,1.0,0.1,0.0758,0.49,0.3284,5.0,173.0,178.0,49238,5,9,10,2,2,1,0
909.0,0.0,2.0,4.0,1.0,0.12,0.1061,0.42,0.3582,1.0,121.0,122.0,66109,2,1,54,10,0,1,0
910.0,0.0,2.0,4.0,1.0,0.12,0.1061,0.42,0.2985,1.0,34.0,35.0,26889,2,4,36,9,2,0,0
911.0,0.0,2.0,4.0,1.0,0.14,0.1212,0.39,0.3582,1.0,44.0,45.0,58969,1,1,63,4,1,1,1
912.0,0.0,2.0,4.0,1.0,0.16,0.1364,0.34,0.3881,4.0,65.0,69.0,45596,5,3,24,6,0,0,0
913.0,0.0,2.0,4.0,1.0,0.18,0.1667,0.29,0.2985,3.0,59.0,62.0,68858,5,9,28,1,1,0,1
914.0,0.0,2.0,4.0,1.0,0.2,0.1818,0.27,0.2836,6.0,42.0,48.0,21680,4,10,88,2,2,1,0
915.0,0.0,2.0,4.0,1.0,0.2,0.197,0.25,0.2537,0.0,50.0,50.0,23439,4,6,29,1,0,1,0
916.0,0.0,2.0,4.0,1.0,0.2,0.1818,0.27,0.2985,4.0,76.0,80.0,86301,1,10,23,10,2,0,1
917.0,0.0,2.0,4.0,1.0,0.18,0.1818,0.26,0.194,6.0,159.0,165.0,94529,5,5,21,8,0,1,0
918.0,0.0,2.0,4.0,,0.16,0.1818,0.28,0.1343,3.0,157.0,160.0,87286,4,9,96,8,0,1,1
919.0,0.0,,4.0,1.0,0.14,0.1667,0.28,0.1045,2.0,110.0,112.0,73511,1,1,97,1,2,0,1
920.0,0.0,2.0,4.0,1.0,0.14,0.1818,0.31,0.0896,4.0,93.0,97.0,96161,5,6,49,1,1,0,0
921.0,0.0,2.0,4.0,1.0,0.14,0.2121,0.39,0.0,2.0,70.0,72.0,67920,3,8,2,5,0,1,0
922.0,0.0,2.0,4.0,1.0,0.12,0.197,0.39,0.0,4.0,47.0,51.0,84315,4,2,14,2,0,0,0
923.0,0.0,2.0,4.0,1.0,0.12,0.1515,0.42,0.1045,,33.0,34.0,93526,2,9,26,2,2,1,1
924.0,0.0,2.0,5.0,1.0,0.1,0.1364,0.49,0.1045,2.0,12.0,14.0,26156,3,3,30,5,0,0,1
925.0,0.0,2.0,5.0,1.0,0.1,0.1364,0.54,0.0896,1.0,6.0,7.0,69952,1,1,55,4,0,0,0
926.0,0.0,2.0,5.0,1.0,0.1,0.1364,0.54,0.0896,0.0,3.0,3.0,53474,5,10,100,7,0,1,0
927.0,0.0,2.0,5.0,1.0,0.08,0.1212,0.63,0.0896,0.0,4.0,4.0,81154,1,9,99,5,1,0,0
928.0,0.0,2.0,5.0,1.0,0.1,0.1818,0.68,0.0,1.0,23.0,24.0,39306,3,4,100,10,1,0,1
929.0,0.0,2.0,5.0,1.0,0.08,0.1667,0.73,0.0,1.0,73.0,74.0,67049,1,9,1,6,2,1,0
930.0,0.0,2.0,5.0,1.0,0.1,0.1212,0.74,0.1642,4.0,212.0,216.0,24210,3,2,9,2,0,0,0
931.0,0.0,2.0,5.0,1.0,0.12,0.1212,0.74,0.2239,8.0,132.0,140.0,23603,4,2,29,5,0,0,0
932.0,0.0,2.0,5.0,1.0,0.14,0.1364,0.69,0.194,5.0,39.0,44.0,99891,4,5,1,1,1,0,0
933.0,0.0,2.0,5.0,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0,38513,1,9,11,8,2,1,0
934.0,0.0,2.0,5.0,1.0,,0.2273,0.47,0.1343,7.0,64.0,71.0,78597,3,4,97,10,0,1,0
935.0,0.0,2.0,5.0,1.0,0.24,0.2273,0.35,0.194,21.0,89.0,110.0,86924,4,10,14,6,2,1,1
936.0,0.0,2.0,5.0,1.0,0.3,0.2879,0.26,0.2537,17.0,67.0,84.0,75867,2,2,37,3,2,1,0
937.0,0.0,2.0,5.0,1.0,0.32,0.3182,0.21,0.1642,12.0,62.0,74.0,44994,4,10,7,5,1,1,0
938.0,0.0,2.0,5.0,1.0,0.3,0.2879,0.28,0.194,14.0,111.0,125.0,92444,2,6,42,3,2,1,1
939.0,0.0,2.0,5.0,1.0,0.3,0.3333,0.24,0.0,18.0,193.0,211.0,44318,1,5,87,9,2,0,0
940.0,0.0,2.0,5.0,1.0,0.28,0.3182,0.28,0.0,,165.0,174.0,39675,4,9,7,7,2,1,0
941.0,0.0,2.0,5.0,1.0,0.26,0.303,0.33,0.0,7.0,94.0,101.0,91027,3,3,41,2,1,1,1
942.0,0.0,2.0,5.0,1.0,0.22,0.2273,0.55,0.1343,2.0,61.0,63.0,97317,4,4,36,1,0,1,1
943.0,0.0,2.0,5.0,1.0,0.2,0.2121,0.59,0.1343,1.0,46.0,47.0,30993,2,4,14,7,1,0,1
944.0,0.0,2.0,5.0,1.0,0.2,0.2273,0.64,0.0896,2.0,41.0,43.0,50223,1,9,44,8,1,1,1
945.0,0.0,2.0,5.0,1.0,0.18,0.2424,0.69,0.0,5.0,48.0,53.0,89549,1,9,56,5,0,1,1
946.0,0.0,2.0,6.0,1.0,0.16,0.197,0.69,0.0896,3.0,27.0,30.0,59084,2,1,25,2,2,0,1
947.0,0.0,2.0,6.0,1.0,0.14,0.2121,0.86,0.0,2.0,22.0,24.0,97611,3,3,12,4,1,1,0
948.0,0.0,2.0,6.0,1.0,0.14,0.2121,0.8,0.0,2.0,13.0,15.0,89390,4,10,100,1,2,1,1
949.0,0.0,2.0,6.0,1.0,0.12,0.197,0.8,0.0,3.0,7.0,10.0,78796,1,7,67,3,2,0,1
950.0,0.0,,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,4.0,4.0,34529,2,3,25,2,0,0,0
951.0,0.0,2.0,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,1.0,1.0,93868,1,1,96,7,0,1,0
952.0,0.0,2.0,6.0,1.0,0.12,0.1364,0.93,0.194,1.0,1.0,2.0,20837,3,2,48,4,2,0,1
953.0,0.0,2.0,6.0,1.0,0.12,0.1515,0.8,0.1045,2.0,,11.0,40163,3,8,56,10,0,1,0
954.0,0.0,2.0,6.0,1.0,0.14,0.1515,0.86,0.1343,2.0,28.0,30.0,41016,3,5,96,8,1,1,0
955.0,0.0,2.0,6.0,1.0,0.16,0.1818,0.64,0.1343,5.0,38.0,43.0,75766,5,7,70,1,1,0,1
956.0,0.0,2.0,6.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0,95864,2,9,88,5,2,1,1
,0.0,2.0,6.0,1.0,0.3,0.2727,0.28,0.3284,30.0,84.0,114.0,96497,3,4,18,9,2,1,0
958.0,0.0,2.0,6.0,1.0,0.3,0.2727,0.39,0.4627,27.0,93.0,120.0,35452,4,4,44,9,1,1,1
959.0,0.0,2.0,6.0,1.0,0.3,0.2727,0.39,0.4179,32.0,103.0,135.0,21326,2,8,17,2,2,1,1
960.0,0.0,2.0,6.0,1.0,0.34,0.3182,0.31,0.2836,30.0,90.0,120.0,71601,1,2,66,4,2,0,1
961.0,0.0,2.0,6.0,1.0,0.34,0.303,0.29,0.4179,47.0,127.0,174.0,78848,4,10,20,9,1,0,1
962.0,0.0,2.0,6.0,1.0,0.34,0.303,0.29,0.4179,42.0,103.0,145.0,97239,5,7,1,10,0,0,1
963.0,0.0,2.0,6.0,1.0,0.32,0.2879,0.31,0.5224,24.0,113.0,137.0,32364,1,2,76,8,2,1,1
964.0,0.0,2.0,,1.0,0.28,0.2576,0.38,0.3284,4.0,60.0,64.0,88200,5,2,40,3,1,0,1
965.0,0.0,2.0,6.0,1.0,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0,24330,4,9,51,4,2,0,0
966.0,0.0,2.0,6.0,1.0,0.26,0.2576,0.41,0.2239,1.0,39.0,40.0,82601,5,10,8,9,2,0,0
967.0,0.0,2.0,6.0,1.0,0.26,0.303,0.41,0.0,9.0,,51.0,97916,4,5,13,7,1,0,0
968.0,0.0,,6.0,1.0,0.24,0.2576,0.44,0.0896,6.0,39.0,45.0,42437,1,4,92,4,0,1,0
969.0,0.0,2.0,6.0,1.0,0.22,,0.51,0.1343,1.0,31.0,32.0,33358,3,8,41,2,0,0,1
970.0,0.0,2.0,0.0,1.0,0.2,0.2273,0.64,0.1045,5.0,34.0,39.0,62139,2,9,41,9,0,0,0
971.0,0.0,2.0,0.0,1.0,0.2,0.2273,0.59,0.0896,1.0,23.0,24.0,99547,5,1,56,7,1,0,0
972.0,0.0,2.0,0.0,2.0,0.2,,0.75,0.0896,1.0,19.0,20.0,26833,1,6,70,1,2,1,1
973.0,0.0,2.0,0.0,2.0,,0.2273,0.69,0.1045,4.0,8.0,12.0,67706,2,1,29,8,0,1,1
974.0,0.0,2.0,0.0,2.0,0.2,0.2121,0.69,0.1642,0.0,2.0,2.0,64729,2,8,33,7,1,0,1
975.0,0.0,2.0,0.0,2.0,0.2,0.2121,0.69,0.1343,2.0,3.0,5.0,50238,5,3,23,10,1,0,0
976.0,0.0,2.0,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,3.0,3.0,57986,2,1,35,8,1,0,0
977.0,0.0,2.0,0.0,2.0,0.22,0.2273,0.64,0.194,1.0,11.0,12.0,42182,5,6,62,9,0,1,0
978.0,0.0,2.0,0.0,2.0,0.24,0.2273,0.6,0.2239,12.0,35.0,47.0,24276,1,1,36,10,1,1,1
979.0,0.0,2.0,0.0,1.0,0.3,0.2727,0.45,0.3284,19.0,86.0,105.0,90467,1,3,86,4,1,1,0
980.0,0.0,2.0,0.0,1.0,0.32,0.2879,0.39,0.4478,26.0,86.0,112.0,30343,1,8,95,4,2,1,1
981.0,0.0,2.0,0.0,1.0,0.36,0.3182,0.32,0.4627,58.0,94.0,152.0,37475,3,8,24,10,2,1,1
982.0,0.0,2.0,0.0,1.0,0.38,0.3939,0.29,0.3582,62.0,92.0,154.0,77256,2,2,10,2,1,1,1
983.0,0.0,2.0,0.0,2.0,0.4,0.4091,0.3,0.4179,51.0,110.0,161.0,88722,3,8,59,5,1,0,0
984.0,0.0,2.0,0.0,2.0,0.4,0.4091,0.3,0.2985,40.0,122.0,162.0,56567,1,7,71,4,1,1,1
985.0,0.0,2.0,0.0,2.0,0.42,0.4242,0.28,0.3284,28.0,106.0,134.0,75473,4,3,80,3,2,1,1
986.0,0.0,2.0,0.0,1.0,0.42,0.4242,0.28,0.3284,30.0,95.0,125.0,88802,1,3,67,9,1,0,1
987.0,0.0,2.0,0.0,1.0,0.4,0.4091,0.32,0.2985,17.0,78.0,95.0,94931,2,10,7,8,2,1,1
988.0,0.0,2.0,,1.0,0.4,0.4091,0.35,0.2836,11.0,50.0,61.0,46083,2,3,21,7,0,1,1
989.0,0.0,2.0,0.0,1.0,0.4,0.4091,0.35,0.3284,15.0,32.0,47.0,98839,2,5,53,10,2,1,1
990.0,0.0,2.0,0.0,1.0,0.4,0.4091,0.35,0.3582,6.0,45.0,51.0,90281,1,10,14,8,2,1,1
991.0,0.0,2.0,0.0,1.0,0.4,0.4091,0.35,0.2985,5.0,31.0,36.0,70887,4,9,75,4,0,1,1
992.0,0.0,2.0,,1.0,0.4,0.4091,0.35,0.3582,3.0,27.0,30.0,98452,2,7,89,9,2,1,0
993.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.37,0.3582,3.0,8.0,11.0,77226,3,10,1,7,1,0,0
994.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.37,0.3582,1.0,6.0,7.0,57645,5,10,52,6,2,1,0
995.0,0.0,2.0,1.0,1.0,0.36,0.3333,0.4,0.2985,0.0,2.0,2.0,20052,1,1,69,4,2,0,0
996.0,0.0,2.0,,1.0,0.34,0.3182,0.46,0.2239,1.0,1.0,2.0,57776,3,5,29,2,1,1,0
997.0,0.0,2.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,2.0,2.0,54929,5,2,4,3,2,0,0
998.0,0.0,2.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,3.0,3.0,67892,5,3,95,3,1,1,0
999.0,,2.0,1.0,1.0,0.34,0.303,0.46,,1.0,25.0,26.0,50256,4,4,9,10,0,0,0
1000.0,0.0,2.0,1.0,1.0,0.34,0.303,0.46,0.2985,2.0,96.0,98.0,81609,1,2,31,10,2,1,0
1001.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.4,0.4627,7.0,249.0,,37978,5,1,78,5,1,0,1
1002.0,0.0,,1.0,1.0,0.4,0.4091,0.37,0.3881,8.0,122.0,130.0,34165,5,5,88,8,1,0,1
1003.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.33,0.2239,9.0,46.0,55.0,50587,2,10,32,1,0,1,0
1004.0,0.0,2.0,1.0,1.0,0.52,0.5,0.23,0.2537,10.0,43.0,53.0,42691,1,7,63,9,2,0,0
,0.0,2.0,1.0,1.0,0.56,0.5303,0.22,0.4478,27.0,99.0,126.0,33328,4,9,4,7,0,0,1
1006.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.19,0.3881,27.0,93.0,120.0,66382,5,7,62,10,0,0,1
1007.0,0.0,2.0,1.0,1.0,0.6,0.5909,0.15,0.4925,14.0,76.0,90.0,26979,2,6,48,3,0,1,0
1008.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.21,0.6567,19.0,71.0,90.0,98347,1,5,62,2,1,1,0
1009.0,0.0,2.0,1.0,1.0,0.52,0.5,0.27,0.4627,16.0,102.0,118.0,92210,1,2,27,4,1,1,0
1010.0,0.0,2.0,1.0,,0.46,0.4545,0.33,0.6119,25.0,218.0,243.0,31893,4,10,95,6,0,0,1
1011.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.4,0.6119,11.0,194.0,205.0,60659,1,10,70,8,0,0,0
1012.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.43,0.4925,,86.0,98.0,95947,2,1,95,9,1,0,0
1013.0,0.0,2.0,1.0,1.0,0.36,0.3182,0.46,0.4627,5.0,65.0,70.0,99552,1,1,5,4,1,1,0
1014.0,0.0,2.0,,1.0,0.36,0.3182,0.5,0.5224,8.0,35.0,43.0,44905,3,2,30,6,1,0,1
1015.0,0.0,2.0,1.0,,0.34,0.2879,0.46,0.6567,1.0,44.0,45.0,62823,4,5,7,4,1,1,0
1016.0,0.0,2.0,1.0,1.0,0.32,0.2879,0.49,0.4925,1.0,19.0,20.0,59701,3,8,65,4,2,1,1
1017.0,0.0,2.0,2.0,,0.3,0.2727,0.49,0.4179,7.0,,19.0,96741,3,1,87,3,1,0,1
