instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
1662.0,1.0,0.3469387755102041,0.3485,0.43,0.1578699894204772,17.0,133.0,150.0,faible,frequent,28986,commercial,2,8,66,10,0,0,0
1663.0,1.0,0.326530612244898,0.3182,0.46,0.2631950158692841,23.0,106.0,129.0,faible,occasionnel,65627,commercial,5,2,50,2,0,1,0
1664.0,1.0,0.326530612244898,0.3333,0.46,0.1578699894204772,5.0,58.0,63.0,faible,occasionnel,75513,residentiel,1,2,93,8,0,1,1
1665.0,1.0,0.3061224489795918,0.3333,0.49,0.1228400141060303,4.0,43.0,63.0,moyen,occasionnel,35439,commercial,4,6,2,2,1,1,0
1666.0,1.0,0.3061224489795918,0.3485,0.53,0.0,2.0,17.0,19.0,élevé,frequent,81860,residentiel,5,1,10,1,2,0,1
1667.0,1.0,0.3061224489795918,0.3485,0.53,0.0,7.0,7.0,14.0,élevé,frequent,82451,residentiel,3,5,8,1,2,0,1
1668.0,1.0,0.2857142857142857,0.303,0.62,0.1053250264488068,4.0,6.0,10.0,moyen,frequent,77519,residentiel,4,9,78,7,1,0,1
1669.0,1.0,0.2857142857142857,0.303,0.62,0.1053250264488068,1.0,2.0,3.0,élevé,frequent,96722,residentiel,4,1,34,7,2,0,1
1669.0,1.0,0.2244897959183673,0.2576,0.75,0.1053250264488068,1.0,1.0,2.0,moyen,frequent,73964,commercial,4,3,58,3,1,0,0
1671.0,1.0,0.2244897959183673,0.2273,0.75,0.2280474903021041,0.0,11.0,11.0,élevé,occasionnel,61963,residentiel,4,2,71,10,2,1,1
1672.0,1.0,0.2040816326530612,0.2273,0.8,0.2280474903021041,3.0,32.0,35.0,moyen,frequent,94863,residentiel,5,3,21,3,1,0,1
1673.0,1.0,0.2244897959183673,0.2424,0.75,0.1930175149876572,10.0,109.0,119.0,faible,frequent,89461,residentiel,3,5,82,2,0,0,1
1674.0,1.0,0.2448979591836735,0.2879,0.7,0.1053250264488068,23.0,259.0,282.0,élevé,frequent,66510,residentiel,2,7,77,2,2,0,1
1675.0,2.0,0.2857142857142857,0.3333,0.7,0.0,10.0,147.0,157.0,faible,occasionnel,50208,commercial,1,2,50,6,0,1,0
1676.0,2.0,0.3061224489795918,0.3182,0.66,0.2280474903021041,22.0,56.0,78.0,moyen,frequent,26010,commercial,5,9,51,5,1,0,0
1677.0,2.0,0.326530612244898,0.3182,0.57,0.2631950158692841,27.0,51.0,78.0,élevé,occasionnel,63008,residentiel,4,7,71,8,2,1,1
1678.0,2.0,0.3469387755102041,0.3485,0.5,0.2631950158692841,32.0,70.0,102.0,élevé,frequent,92088,residentiel,1,8,88,10,2,0,1
1679.0,2.0,0.3469387755102041,0.3333,0.57,0.333372516750911,32.0,74.0,97.0,moyen,frequent,77780,residentiel,1,8,59,3,1,0,1
1680.0,2.0,0.3673469387755101,0.3939,0.46,0.3508875044081345,14.0,74.0,88.0,élevé,frequent,94870,commercial,4,8,10,4,2,0,0
1681.0,2.0,0.3673469387755101,0.3939,0.43,0.333372516750911,24.0,66.0,90.0,faible,occasionnel,60148,commercial,2,6,28,3,0,1,0
1682.0,2.0,0.3673469387755101,0.3939,0.46,0.3860350299753144,21.0,93.0,114.0,moyen,occasionnel,38966,residentiel,5,3,14,7,1,1,1
1683.0,2.0,0.3469387755102041,0.3485,0.62,0.2280474903021041,22.0,93.0,217.0,faible,occasionnel,42337,residentiel,2,7,84,3,0,1,1
1684.0,2.0,0.3469387755102041,0.3333,0.62,0.3508875044081345,18.0,207.0,225.0,moyen,frequent,70473,commercial,2,9,82,6,1,0,0
1685.0,2.0,0.326530612244898,0.3182,0.71,0.333372516750911,14.0,138.0,152.0,faible,frequent,96081,commercial,2,7,72,3,0,0,0
1686.0,2.0,0.326530612244898,0.3182,0.71,0.333372516750911,9.0,79.0,88.0,moyen,frequent,66347,commercial,3,9,57,10,1,0,0
1687.0,3.0,0.3061224489795918,0.3333,0.81,0.1228400141060303,2.0,53.0,55.0,moyen,occasionnel,49525,commercial,2,3,74,8,1,1,0
1688.0,2.0,0.3061224489795918,0.3182,0.87,0.1930175149876572,1.0,20.0,21.0,faible,frequent,92606,commercial,2,1,21,3,0,0,0
1689.0,2.0,0.3061224489795918,0.3182,0.87,0.1930175149876572,1.0,17.0,18.0,moyen,occasionnel,21730,residentiel,4,8,7,2,1,1,1
1690.0,3.0,0.2857142857142857,0.2879,0.93,0.298224991183731,0.0,8.0,8.0,élevé,occasionnel,86539,residentiel,2,9,91,5,2,1,1
1691.0,3.0,0.2857142857142857,0.2727,1.0,0.3508875044081345,1.0,2.0,3.0,élevé,occasionnel,31059,residentiel,5,10,91,3,2,1,1
1692.0,2.0,0.2653061224489796,0.2727,1.0,0.2631950158692841,1.0,2.0,3.0,moyen,frequent,81847,commercial,3,10,67,3,1,0,0
1693.0,2.0,0.2857142857142857,0.303,0.93,0.1930175149876572,0.0,1.0,1.0,moyen,occasionnel,39859,residentiel,1,4,76,10,1,1,1
1694.0,2.0,0.2857142857142857,0.3182,0.93,0.1228400141060303,0.0,3.0,3.0,faible,occasionnel,39222,commercial,2,7,13,3,0,1,0
1695.0,2.0,0.2857142857142857,0.3182,0.93,0.1228400141060303,1.0,30.0,31.0,élevé,frequent,40116,commercial,4,9,48,5,2,0,0
1696.0,2.0,0.2857142857142857,0.2879,0.93,0.2280474903021041,10.0,101.0,111.0,faible,occasionnel,65890,commercial,1,9,3,4,0,1,0
1697.0,2.0,0.3061224489795918,0.3182,0.93,0.0,26.0,227.0,253.0,moyen,frequent,61757,commercial,3,5,81,3,1,0,0
1698.0,2.0,0.3061224489795918,0.3333,0.93,0.1578699894204772,10.0,144.0,154.0,faible,frequent,48836,commercial,5,9,61,10,0,0,0
1699.0,2.0,0.3469387755102041,0.3485,0.81,0.1930175149876572,19.0,49.0,68.0,élevé,occasionnel,73940,residentiel,4,10,89,3,2,1,1
1700.0,2.0,0.3469387755102041,0.3485,0.81,0.1578699894204772,13.0,62.0,75.0,élevé,occasionnel,67539,residentiel,2,7,97,10,2,1,1
1701.0,2.0,0.3877551020408163,0.4091,0.71,0.1228400141060303,23.0,65.0,88.0,moyen,occasionnel,50996,residentiel,2,9,13,5,1,1,1
1702.0,2.0,0.3877551020408163,0.4091,0.76,0.1578699894204772,18.0,81.0,99.0,élevé,frequent,67751,commercial,1,2,73,8,2,0,0
1703.0,2.0,0.3877551020408163,0.4091,0.76,0.2631950158692841,33.0,67.0,100.0,moyen,occasionnel,43956,residentiel,1,9,43,2,1,1,1
1704.0,2.0,0.3877551020408163,0.4091,0.76,0.298224991183731,22.0,79.0,100.0,moyen,frequent,89717,residentiel,1,10,2,2,1,0,1
1705.0,2.0,0.3877551020408163,0.4091,0.76,0.1930175149876572,30.0,121.0,151.0,faible,frequent,42605,commercial,2,1,1,7,0,0,0
1706.0,2.0,0.4285714285714285,0.4394,0.54,0.3508875044081345,37.0,216.0,151.0,élevé,frequent,89035,commercial,1,6,49,5,2,0,0
1707.0,2.0,0.4285714285714285,0.4394,0.54,0.2631950158692841,26.0,211.0,237.0,élevé,frequent,98366,residentiel,1,3,34,7,2,0,1
1708.0,2.0,0.4285714285714285,0.4394,0.51,0.3860350299753144,18.0,150.0,168.0,moyen,occasionnel,38009,residentiel,3,9,26,9,1,1,1
1709.0,2.0,0.4081632653061224,0.4242,0.54,0.3508875044081345,10.0,111.0,121.0,élevé,frequent,41621,commercial,4,6,50,3,2,0,0
1710.0,2.0,0.4081632653061224,0.4242,0.58,0.333372516750911,3.0,75.0,78.0,faible,frequent,60689,commercial,2,5,55,3,0,0,0
1710.0,2.0,0.3877551020408163,0.4091,0.62,0.4562125308569413,11.0,48.0,59.0,moyen,frequent,89958,commercial,1,7,5,5,1,0,0
1712.0,1.0,0.3877551020408163,0.4091,0.65,0.2280474903021041,9.0,18.0,27.0,moyen,occasionnel,20108,residentiel,1,3,1,4,1,1,1
1713.0,1.0,0.3673469387755101,0.3939,0.66,0.298224991183731,4.0,19.0,23.0,élevé,frequent,97074,commercial,5,9,64,9,2,0,0
1714.0,1.0,0.3469387755102041,0.3485,0.71,0.2631950158692841,1.0,11.0,12.0,moyen,frequent,66923,commercial,2,9,2,8,1,0,0
1715.0,1.0,0.326530612244898,0.303,0.71,0.3508875044081345,3.0,5.0,8.0,faible,occasionnel,35425,commercial,3,2,59,1,0,1,0
1716.0,1.0,0.326530612244898,0.3333,0.66,0.1930175149876572,1.0,1.0,2.0,élevé,frequent,92402,residentiel,1,8,74,10,2,0,1
1717.0,1.0,0.326530612244898,0.3333,0.71,0.2280474903021041,0.0,3.0,3.0,faible,occasionnel,97300,commercial,2,1,28,10,0,1,0
1718.0,1.0,0.3061224489795918,0.3333,0.76,0.1228400141060303,0.0,13.0,13.0,faible,occasionnel,42105,residentiel,2,5,7,9,0,1,1
1719.0,1.0,0.3061224489795918,0.3182,0.76,0.2280474903021041,4.0,47.0,51.0,faible,frequent,47194,residentiel,3,1,4,2,0,0,1
1720.0,1.0,0.3061224489795918,0.3333,0.76,0.1578699894204772,12.0,128.0,140.0,faible,occasionnel,78257,residentiel,4,3,8,1,0,1,1
1721.0,1.0,0.3469387755102041,0.3485,0.66,0.1578699894204772,17.0,282.0,299.0,faible,frequent,54856,commercial,5,6,39,6,0,0,0
1722.0,1.0,0.3877551020408163,0.4091,0.62,0.298224991183731,23.0,162.0,185.0,moyen,occasionnel,89505,residentiel,2,5,71,1,1,1,1
1723.0,1.0,0.4285714285714285,0.4394,0.54,0.3860350299753144,9.0,69.0,78.0,faible,frequent,32079,residentiel,1,7,6,8,0,0,1
1724.0,1.0,0.4285714285714285,0.4394,0.54,0.333372516750911,20.0,66.0,86.0,faible,frequent,51294,residentiel,4,8,12,9,0,0,1
1725.0,1.0,0.4897959183673469,0.4848,0.45,0.2631950158692841,24.0,81.0,105.0,faible,frequent,43275,commercial,3,6,47,5,0,0,0
1726.0,2.0,0.5102040816326531,0.5,0.42,0.1053250264488068,26.0,85.0,111.0,faible,frequent,88296,residentiel,4,10,91,9,0,0,1
1727.0,1.0,0.4897959183673469,0.4848,0.45,0.1228400141060303,32.0,87.0,119.0,moyen,occasionnel,65898,residentiel,2,6,99,2,1,1,1
1728.0,1.0,0.5102040816326531,0.5,0.42,0.298224991183731,30.0,95.0,125.0,moyen,occasionnel,67061,residentiel,4,3,47,1,1,1,1
1729.0,1.0,0.4897959183673469,0.4848,0.48,0.333372516750911,34.0,108.0,142.0,faible,occasionnel,73946,commercial,1,10,15,7,0,1,0
1730.0,1.0,0.4897959183673469,0.4848,0.42,0.2280474903021041,48.0,265.0,313.0,faible,frequent,51200,commercial,5,5,45,3,0,0,0
1731.0,2.0,0.4489795918367347,0.4545,0.59,0.1930175149876572,50.0,260.0,310.0,élevé,frequent,85904,commercial,3,5,23,2,2,0,0
1732.0,1.0,0.4285714285714285,0.4394,0.58,0.2280474903021041,18.0,189.0,207.0,faible,frequent,77864,residentiel,2,3,64,4,0,0,1
1733.0,1.0,0.4081632653061224,0.4242,0.67,0.2631950158692841,25.0,112.0,137.0,élevé,frequent,94967,residentiel,2,3,68,2,2,0,1
1734.0,1.0,0.4081632653061224,0.4242,0.62,0.2631950158692841,19.0,119.0,138.0,moyen,occasionnel,22316,residentiel,4,9,12,2,1,1,1
1735.0,1.0,0.3877551020408163,0.4091,0.66,0.2631950158692841,17.0,70.0,87.0,moyen,frequent,40912,residentiel,1,10,36,1,1,0,1
1736.0,1.0,0.4081632653061224,0.4242,0.62,0.333372516750911,7.0,43.0,50.0,élevé,occasionnel,87910,residentiel,2,8,78,7,2,1,1
1737.0,1.0,0.4081632653061224,0.4242,0.58,0.333372516750911,5.0,24.0,29.0,faible,occasionnel,77672,residentiel,2,4,43,2,0,1,1
1738.0,1.0,0.3877551020408163,0.4091,0.62,0.298224991183731,4.0,12.0,16.0,faible,occasionnel,85549,commercial,2,5,21,9,0,1,0
1739.0,1.0,0.3877551020408163,0.4091,0.62,0.2280474903021041,5.0,9.0,14.0,faible,frequent,44274,residentiel,5,2,57,2,0,0,1
1740.0,1.0,0.3469387755102041,0.3485,0.62,0.2280474903021041,1.0,4.0,5.0,moyen,frequent,27066,commercial,3,9,47,8,1,0,0
1741.0,1.0,0.3673469387755101,0.3939,0.66,0.1930175149876572,2.0,8.0,10.0,faible,frequent,90907,residentiel,5,4,29,10,0,0,1
1742.0,1.0,0.3877551020408163,0.4091,0.66,0.2280474903021041,1.0,35.0,36.0,moyen,occasionnel,87466,residentiel,1,3,58,5,1,1,1
1743.0,1.0,0.3877551020408163,0.4091,0.66,0.2280474903021041,11.0,112.0,123.0,faible,occasionnel,90162,commercial,1,2,9,1,0,1,0
1744.0,1.0,0.4081632653061224,0.4242,0.67,0.298224991183731,24.0,256.0,280.0,faible,frequent,47018,residentiel,3,5,91,1,0,0,1
1745.0,1.0,0.4489795918367347,0.4545,0.63,0.2631950158692841,18.0,192.0,210.0,moyen,occasionnel,50379,commercial,5,5,66,7,1,1,0
1746.0,1.0,0.5102040816326531,0.5,0.53,0.333372516750911,43.0,74.0,117.0,élevé,occasionnel,93909,residentiel,2,4,65,7,2,1,1
1747.0,1.0,0.5306122448979592,0.5152,0.52,0.333372516750911,55.0,104.0,159.0,faible,occasionnel,76810,residentiel,4,1,82,6,0,1,1
1748.0,2.0,0.5510204081632654,0.5303,0.49,0.4210650052897614,72.0,123.0,195.0,élevé,occasionnel,55124,residentiel,2,2,59,7,2,1,1
1749.0,1.0,0.6326530612244898,0.6212,0.41,0.333372516750911,57.0,118.0,175.0,élevé,frequent,71027,residentiel,5,7,54,2,2,0,1
1750.0,1.0,0.653061224489796,0.6212,0.39,0.298224991183731,71.0,103.0,174.0,moyen,occasionnel,37268,residentiel,4,3,5,2,1,1,1
1751.0,2.0,0.6734693877551021,0.6364,0.39,0.4210650052897614,62.0,111.0,173.0,moyen,frequent,89096,commercial,1,2,41,6,1,0,0
1752.0,1.0,0.6734693877551021,0.6364,0.39,0.333372516750911,67.0,137.0,204.0,moyen,occasionnel,34626,commercial,1,2,69,8,1,1,0
1753.0,1.0,0.6938775510204082,0.6364,0.37,0.3860350299753144,95.0,237.0,332.0,moyen,frequent,55928,residentiel,2,5,39,2,1,0,1
1754.0,1.0,0.6734693877551021,0.6364,0.39,0.1930175149876572,84.0,247.0,331.0,élevé,frequent,91167,residentiel,1,3,72,4,2,0,1
1755.0,1.0,0.653061224489796,0.6212,0.44,0.1578699894204772,58.0,132.0,190.0,élevé,frequent,25816,commercial,5,1,47,2,2,0,0
1756.0,1.0,0.6122448979591837,0.6212,0.46,0.1578699894204772,46.0,103.0,149.0,élevé,frequent,59985,residentiel,2,1,55,8,2,0,1
1757.0,1.0,0.6122448979591837,0.6212,0.46,0.1228400141060303,22.0,91.0,113.0,faible,occasionnel,20026,residentiel,3,8,5,1,0,1,1
1758.0,1.0,0.6122448979591837,0.6212,0.5,0.1930175149876572,55.0,91.0,118.0,faible,occasionnel,65441,commercial,3,9,81,1,0,1,0
1759.0,2.0,0.5918367346938775,0.6212,0.53,0.2631950158692841,26.0,60.0,86.0,moyen,occasionnel,95387,residentiel,2,10,97,2,1,1,1
1760.0,2.0,0.5918367346938775,0.6212,0.53,0.298224991183731,26.0,50.0,76.0,moyen,frequent,56734,residentiel,1,2,49,8,1,0,1
1761.0,2.0,0.5714285714285714,0.5455,0.46,0.4210650052897614,16.0,35.0,51.0,faible,occasionnel,61345,residentiel,2,2,72,2,0,1,1
1762.0,2.0,0.5510204081632654,0.5303,0.43,0.2631950158692841,5.0,20.0,25.0,moyen,frequent,68367,commercial,3,1,63,1,1,0,0
1763.0,2.0,0.5306122448979592,0.5152,0.39,0.3860350299753144,1.0,7.0,8.0,élevé,frequent,35241,commercial,2,9,24,3,2,0,0
1764.0,1.0,0.5102040816326531,0.5,0.34,0.4912425061713882,1.0,2.0,3.0,faible,frequent,81118,commercial,4,4,21,1,0,0,0
1765.0,1.0,0.5102040816326531,0.5,0.34,0.4912425061713882,0.0,2.0,2.0,faible,frequent,34088,residentiel,2,10,73,2,0,0,1
1766.0,1.0,0.4285714285714285,0.4394,0.34,0.4912425061713882,0.0,10.0,10.0,faible,occasionnel,43669,residentiel,2,3,54,6,0,1,1
1767.0,1.0,0.3877551020408163,0.4091,0.5,0.3860350299753144,4.0,9.0,13.0,élevé,occasionnel,56106,commercial,1,10,35,2,2,1,0
1768.0,1.0,0.4081632653061224,0.4242,0.47,0.5789349947102387,11.0,37.0,48.0,faible,frequent,82208,residentiel,1,7,37,4,0,0,1
1769.0,1.0,0.4081632653061224,0.4242,0.44,0.5439050193957917,35.0,41.0,76.0,faible,frequent,46358,commercial,1,3,83,10,0,0,0
1770.0,1.0,0.4285714285714285,0.4394,0.38,0.4912425061713882,55.0,85.0,140.0,élevé,frequent,29549,residentiel,4,6,83,4,2,0,1
1771.0,1.0,0.4489795918367347,0.4545,0.36,0.5263900317385682,90.0,106.0,196.0,moyen,occasionnel,49929,commercial,1,4,17,10,1,1,0
1772.0,1.0,0.4489795918367347,0.4545,0.33,0.4912425061713882,126.0,141.0,267.0,faible,occasionnel,41315,commercial,3,4,51,7,0,1,0
1773.0,1.0,0.4897959183673469,0.4848,0.34,0.4912425061713882,174.0,127.0,301.0,moyen,occasionnel,92007,residentiel,3,6,61,10,1,1,1
1774.0,1.0,0.4897959183673469,0.4848,0.31,0.5789349947102387,168.0,144.0,312.0,faible,frequent,99453,residentiel,1,7,55,4,0,0,1
1775.0,1.0,0.4897959183673469,0.4848,0.29,0.4912425061713882,170.0,143.0,313.0,élevé,frequent,85587,residentiel,1,4,54,10,2,0,1
1776.0,1.0,0.4897959183673469,0.4848,0.31,0.4562125308569413,175.0,129.0,304.0,faible,frequent,36439,commercial,3,5,71,7,0,0,0
1777.0,1.0,0.4693877551020408,0.4697,0.31,0.3860350299753144,138.0,140.0,278.0,élevé,frequent,30895,commercial,2,7,17,6,2,0,0
1778.0,1.0,0.4489795918367347,0.4545,0.31,0.3860350299753144,92.0,125.0,217.0,moyen,frequent,20305,residentiel,1,1,24,4,1,0,1
1779.0,1.0,0.4285714285714285,0.4394,0.31,0.333372516750911,38.0,116.0,154.0,élevé,frequent,26524,commercial,2,5,80,8,2,0,0
1780.0,1.0,0.4081632653061224,0.4242,0.35,0.2631950158692841,39.0,69.0,108.0,faible,frequent,86364,commercial,4,10,24,1,0,0,0
1781.0,1.0,0.3877551020408163,0.4091,0.37,0.3508875044081345,20.0,73.0,93.0,élevé,frequent,40832,residentiel,3,5,68,8,2,0,1
1782.0,1.0,0.3877551020408163,0.4091,0.37,0.3860350299753144,27.0,45.0,72.0,élevé,frequent,72152,residentiel,3,5,42,10,2,0,1
1783.0,1.0,0.3673469387755101,0.3939,0.4,0.3508875044081345,13.0,37.0,50.0,moyen,occasionnel,65195,commercial,4,9,89,4,1,1,0
1784.0,1.0,0.326530612244898,0.303,0.49,0.4912425061713882,7.0,33.0,40.0,faible,occasionnel,64049,residentiel,3,6,56,2,0,1,1
1785.0,1.0,0.3061224489795918,0.2879,0.53,0.4912425061713882,2.0,22.0,24.0,élevé,frequent,35954,commercial,2,3,50,2,2,0,0
1786.0,1.0,0.2857142857142857,0.2879,0.52,0.333372516750911,6.0,24.0,30.0,faible,frequent,50652,residentiel,3,8,86,5,0,0,1
1787.0,1.0,0.2653061224489796,0.2727,0.56,0.298224991183731,1.0,11.0,12.0,élevé,frequent,97024,commercial,1,3,100,9,2,0,0
1788.0,1.0,0.2448979591836735,0.2576,0.56,0.2631950158692841,2.0,1.0,3.0,moyen,frequent,70346,commercial,1,8,52,5,1,0,0
1789.0,1.0,0.2448979591836735,0.2576,0.6,0.2280474903021041,3.0,6.0,9.0,moyen,occasionnel,98201,residentiel,5,10,40,7,1,1,1
1790.0,1.0,0.2448979591836735,0.2576,0.6,0.2631950158692841,1.0,3.0,4.0,élevé,frequent,71602,residentiel,3,3,85,9,2,0,1
1791.0,1.0,0.2244897959183673,0.2273,0.6,0.2631950158692841,5.0,9.0,14.0,moyen,occasionnel,50853,residentiel,1,3,55,7,1,1,1
1792.0,1.0,0.2653061224489796,0.2727,0.56,0.1930175149876572,7.0,30.0,37.0,moyen,frequent,57435,residentiel,2,10,99,1,1,0,1
1793.0,1.0,0.2857142857142857,0.303,0.52,0.1578699894204772,35.0,43.0,78.0,élevé,frequent,64676,commercial,1,5,51,5,2,0,0
1794.0,2.0,0.3061224489795918,0.3485,0.45,0.0,55.0,81.0,136.0,faible,occasionnel,58861,residentiel,2,2,67,4,0,1,1
1795.0,1.0,0.326530612244898,0.3485,0.39,0.1228400141060303,92.0,111.0,203.0,faible,frequent,98401,commercial,3,7,66,9,0,0,0
1796.0,1.0,0.3469387755102041,0.3636,0.4,0.1228400141060303,120.0,108.0,228.0,faible,occasionnel,61072,commercial,5,9,79,1,0,1,0
1797.0,1.0,0.3673469387755101,0.3939,0.34,0.0,88.0,115.0,203.0,élevé,frequent,85072,commercial,1,6,40,3,2,0,0
1798.0,1.0,0.3877551020408163,0.4091,0.3,0.0,145.0,134.0,279.0,moyen,occasionnel,21383,residentiel,4,5,75,10,1,1,1
1799.0,1.0,0.3877551020408163,0.4091,0.32,0.1053250264488068,172.0,136.0,308.0,moyen,occasionnel,43495,residentiel,1,4,3,6,1,1,1
1800.0,1.0,0.4081632653061224,0.4242,0.32,0.0,92.0,132.0,224.0,élevé,occasionnel,64056,commercial,4,8,51,8,2,1,0
1801.0,1.0,0.3877551020408163,0.4091,0.35,0.333372516750911,83.0,143.0,226.0,élevé,occasionnel,57219,residentiel,1,10,77,2,2,1,1
1802.0,1.0,0.3673469387755101,0.3939,0.4,0.4210650052897614,58.0,98.0,156.0,moyen,occasionnel,98775,residentiel,1,2,17,5,1,1,1
1803.0,1.0,0.3469387755102041,0.3333,0.43,0.333372516750911,21.0,58.0,79.0,élevé,frequent,56150,commercial,3,1,35,8,2,0,0
1804.0,1.0,0.3469387755102041,0.3333,0.46,0.333372516750911,21.0,46.0,67.0,faible,occasionnel,87556,residentiel,5,4,24,9,0,1,1
1805.0,2.0,0.326530612244898,0.3182,0.53,0.333372516750911,10.0,39.0,49.0,élevé,frequent,25125,commercial,4,4,60,4,2,0,0
1806.0,2.0,0.326530612244898,0.303,0.53,0.3860350299753144,8.0,30.0,38.0,moyen,occasionnel,62392,commercial,2,3,54,7,1,1,0
1807.0,3.0,0.326530612244898,0.303,0.61,0.4562125308569413,13.0,11.0,24.0,moyen,occasionnel,21270,commercial,3,10,48,7,1,1,0
1808.0,3.0,0.326530612244898,0.303,0.66,0.4562125308569413,2.0,11.0,13.0,faible,frequent,87196,commercial,2,7,83,5,0,0,0
1809.0,2.0,0.326530612244898,0.303,0.71,0.4562125308569413,1.0,6.0,7.0,faible,frequent,24152,residentiel,4,9,52,10,0,0,1
1810.0,2.0,0.326530612244898,0.303,0.71,0.3860350299753144,1.0,5.0,6.0,moyen,occasionnel,79846,residentiel,3,3,88,5,1,1,1
1811.0,2.0,0.326530612244898,0.303,0.71,0.3860350299753144,0.0,1.0,1.0,faible,frequent,45244,commercial,3,7,25,5,0,0,0
1812.0,1.0,0.3061224489795918,0.303,0.81,0.3508875044081345,1.0,1.0,2.0,faible,frequent,24842,commercial,4,10,81,1,0,0,0
1813.0,3.0,0.3061224489795918,0.303,0.76,0.298224991183731,2.0,30.0,32.0,élevé,frequent,26779,commercial,2,2,58,1,2,0,0
1813.0,3.0,0.2857142857142857,0.303,0.87,0.4912425061713882,3.0,15.0,18.0,faible,occasionnel,72854,commercial,4,4,35,8,0,1,0
1815.0,2.0,0.2857142857142857,0.2727,0.87,0.4912425061713882,3.0,95.0,98.0,faible,occasionnel,31488,residentiel,4,9,22,7,0,1,1
1816.0,2.0,0.326530612244898,0.303,0.81,0.3860350299753144,12.0,115.0,127.0,faible,frequent,36457,residentiel,3,6,36,5,0,0,1
1817.0,2.0,0.3673469387755101,0.3939,0.76,0.4562125308569413,17.0,45.0,62.0,faible,occasionnel,90406,commercial,1,10,62,3,0,1,0
1818.0,2.0,0.4081632653061224,0.4242,0.71,0.3508875044081345,32.0,47.0,79.0,moyen,occasionnel,81014,residentiel,5,9,42,9,1,1,1
1819.0,2.0,0.4285714285714285,0.4394,0.77,0.298224991183731,25.0,56.0,81.0,moyen,occasionnel,33517,commercial,1,9,87,5,1,1,0
1820.0,2.0,0.4897959183673469,0.4848,0.63,0.2631950158692841,35.0,77.0,112.0,élevé,frequent,39051,residentiel,1,10,34,3,2,0,1
1821.0,2.0,0.5306122448979592,0.5152,0.64,0.2631950158692841,36.0,65.0,101.0,faible,frequent,82857,residentiel,5,5,4,10,0,0,1
1822.0,2.0,0.5510204081632654,0.5303,0.6,0.2631950158692841,41.0,66.0,107.0,moyen,occasionnel,60476,commercial,1,8,62,8,1,1,0
1823.0,2.0,0.5306122448979592,0.5152,0.64,0.333372516750911,29.0,112.0,141.0,faible,occasionnel,64060,commercial,4,3,34,8,0,1,0
1824.0,2.0,0.5306122448979592,0.5152,0.64,0.298224991183731,41.0,231.0,272.0,moyen,frequent,67870,commercial,3,8,48,3,1,0,0
1825.0,2.0,0.5102040816326531,0.5,0.72,0.2631950158692841,44.0,232.0,276.0,élevé,occasionnel,35561,commercial,2,6,28,4,2,1,0
1826.0,1.0,0.5714285714285714,0.5455,0.6,0.4912425061713882,22.0,199.0,221.0,faible,frequent,22210,residentiel,2,4,17,1,0,0,1
1827.0,1.0,0.5510204081632654,0.5303,0.64,0.2280474903021041,16.0,106.0,122.0,élevé,occasionnel,62460,commercial,5,4,82,5,2,1,0
1828.0,1.0,0.4489795918367347,0.4545,0.94,0.2280474903021041,12.0,79.0,91.0,élevé,occasionnel,24867,commercial,3,5,34,9,2,1,0
1829.0,1.0,0.4489795918367347,0.4545,0.88,0.2631950158692841,18.0,60.0,78.0,moyen,occasionnel,98282,residentiel,2,9,39,4,1,1,1
1830.0,1.0,0.4489795918367347,0.4545,0.88,0.1053250264488068,8.0,22.0,30.0,élevé,frequent,98747,commercial,5,5,46,7,2,0,0
1831.0,1.0,0.4489795918367347,0.4545,0.88,0.2280474903021041,4.0,7.0,11.0,élevé,occasionnel,52010,commercial,5,3,46,5,2,1,0
1832.0,1.0,0.4081632653061224,0.4242,1.0,0.1578699894204772,6.0,13.0,19.0,moyen,frequent,86576,residentiel,2,4,65,3,1,0,1
1833.0,1.0,0.4285714285714285,0.4394,0.94,0.1053250264488068,0.0,1.0,1.0,élevé,frequent,39263,residentiel,5,5,63,10,2,0,1
1834.0,1.0,0.4285714285714285,0.4394,0.82,0.2631950158692841,3.0,2.0,5.0,moyen,occasionnel,63752,residentiel,3,2,11,3,1,1,1
1835.0,2.0,0.4081632653061224,0.4242,0.82,0.1930175149876572,0.0,1.0,5.0,élevé,occasionnel,46059,residentiel,2,8,98,4,2,1,1
1836.0,2.0,0.3877551020408163,0.4091,0.87,0.1578699894204772,1.0,11.0,12.0,élevé,frequent,91962,commercial,3,7,31,7,2,0,0
1837.0,1.0,0.3877551020408163,0.4091,0.87,0.298224991183731,2.0,58.0,60.0,faible,frequent,94653,commercial,4,5,66,2,0,0,0
1838.0,2.0,0.3877551020408163,0.4091,0.76,0.1228400141060303,4.0,132.0,136.0,moyen,frequent,27107,residentiel,1,3,32,10,1,0,1
1839.0,2.0,0.3877551020408163,0.4091,0.58,0.3508875044081345,24.0,312.0,336.0,élevé,occasionnel,78389,commercial,3,10,64,7,2,1,0
1840.0,2.0,0.3877551020408163,0.4091,0.58,0.5439050193957917,19.0,159.0,178.0,élevé,frequent,73457,commercial,1,8,96,2,2,0,0
